818b14,172.16.3.168,GET,http://portal.picard.de/,1496213435,,200
d00c8a,172.16.3.168,GET,http://portal.picard.de/logout,1496213438,,302
cc6432,172.16.3.168,GET,http://portal.picard.de/,1496213438,,302
9b3dca,172.16.3.168,GET,http://portal.picard.de/login,1496213438,,200
c47ced,172.16.3.168,POST,http://portal.picard.de/login_check,1496213443,,302
fa5570,172.16.3.168,GET,http://portal.picard.de/,1496213443,,200
209f04,172.16.3.168,GET,http://portal.picard.de/dform,1496213460,,200
58e8a1,172.16.3.168,POST,http://portal.picard.de/dform,1496213489,,302
fd063a,172.16.3.168,GET,http://portal.picard.de/history,1496213489,,200
e0a420,172.16.3.168,GET,http://portal.picard.de/history?page=2,1496213502,,200
222baf,172.16.3.168,GET,http://portal.picard.de/history?page=1,1496213507,,200
b59ce3,172.16.3.168,GET,http://portal.picard.de/dform,1496213516,,200
184344,172.16.3.168,GET,http://portal.picard.de/,1496213519,,200
d2c1c4,172.16.3.168,GET,http://portal.picard.de/logout,1496213537,,302
397cf0,172.16.3.168,GET,http://portal.picard.de/,1496213537,,302
ee969f,172.16.3.168,GET,http://portal.picard.de/login,1496213537,,200
131948,172.16.3.168,POST,http://portal.picard.de/login_check,1496213556,,302
c63b7a,172.16.3.168,GET,http://portal.picard.de/login,1496213556,,200
5f75f7,172.16.3.168,GET,http://portal.picard.de/login,1496214563,,200
a932ff,172.16.3.168,POST,http://portal.picard.de/login_check,1496214569,,302
8788e6,172.16.3.168,GET,http://portal.picard.de/login,1496214569,,200
b17cff,172.16.3.168,GET,http://portal.picard.de/re,1496214577,e2e3e3,200
e2e3e3,172.16.3.168,GET,http://portal.picard.de/re,1496214577,,404
b3f290,172.16.3.168,GET,http://portal.picard.de/fhdhgd,1496214592,17b38f,200
17b38f,172.16.3.168,GET,http://portal.picard.de/fhdhgd,1496214592,,404
820198,172.16.3.168,GET,http://portal.picard.de/,1496214620,,302
92d016,172.16.3.168,GET,http://portal.picard.de/login,1496214620,,200
0653ab,172.16.3.168,POST,http://portal.picard.de/login_check,1496214624,,302
60c43a,172.16.3.168,GET,http://portal.picard.de/login,1496214624,,200
99d901,172.16.3.168,POST,http://portal.picard.de/login_check,1496214627,,302
6264b8,172.16.3.168,GET,http://portal.picard.de/,1496214627,,200
00d570,172.16.3.168,GET,http://portal.picard.de/dform,1496214631,,200
39fcab,172.16.3.168,GET,http://portal.picard.de/fhfdh,1496214746,566e4f,200
566e4f,172.16.3.168,GET,http://portal.picard.de/fhfdh,1496214746,,404
